"","inner_number","Item","Itemtype","cloze_clean","n","total","cloze_probability"
"1180",135,"He got out a clean tissue to wipe his","English","hands",1,22,0.0454545454545455
"1181",135,"He got out a clean tissue to wipe his","English","mouth",3,22,0.136363636363636
"1182",135,"He got out a clean tissue to wipe his","English","nose",11,22,0.5
"1183",135,"He got out a clean tissue to wipe his","English","tears",1,22,0.0454545454545455
"1184",136,"Er besorgt sich im Alter eine neue Lesebrille, to read the ","code_switching","bible",1,22,0.0454545454545455
"1185",136,"Er besorgt sich im Alter eine neue Lesebrille, to read the ","code_switching","books",1,22,0.0454545454545455
"1186",136,"Er besorgt sich im Alter eine neue Lesebrille, to read the ","code_switching","news",3,22,0.136363636363636
"1187",136,"Er besorgt sich im Alter eine neue Lesebrille, to read the ","code_switching","newspaper",16,22,0.727272727272727
"1188",136,"Er besorgt sich im Alter eine neue Lesebrille, to read the ","code_switching","paper",1,22,0.0454545454545455
"1189",136,"When he got older, he got himself a pair of new reading glasses to read the","English","bible",2,26,0.0769230769230769
"1190",136,"When he got older, he got himself a pair of new reading glasses to read the","English","books",7,26,0.269230769230769
"1191",136,"When he got older, he got himself a pair of new reading glasses to read the","English","magazine",1,26,0.0384615384615385
"1192",136,"When he got older, he got himself a pair of new reading glasses to read the","English","news",2,26,0.0769230769230769
"1193",136,"When he got older, he got himself a pair of new reading glasses to read the","English","newsletter",1,26,0.0384615384615385
"1194",136,"When he got older, he got himself a pair of new reading glasses to read the","English","newspaper",11,26,0.423076923076923
"1195",136,"When he got older, he got himself a pair of new reading glasses to read the","English","novel",1,26,0.0384615384615385
"1196",136,"When he got older, he got himself a pair of new reading glasses to read the","English","text",1,26,0.0384615384615385
"1197",137,"Im Supermarkt nahm er sich einen großen Einkaufswagen und started filling it with","code_switching","apples",1,26,0.0384615384615385
"1198",137,"Im Supermarkt nahm er sich einen großen Einkaufswagen und started filling it with","code_switching","bottles",1,26,0.0384615384615385
"1199",137,"Im Supermarkt nahm er sich einen großen Einkaufswagen und started filling it with","code_switching","drink",1,26,0.0384615384615385
"1200",137,"Im Supermarkt nahm er sich einen großen Einkaufswagen und started filling it with","code_switching","food",3,26,0.115384615384615
"1201",137,"Im Supermarkt nahm er sich einen großen Einkaufswagen und started filling it with","code_switching","groceries",17,26,0.653846153846154
"1202",137,"Im Supermarkt nahm er sich einen großen Einkaufswagen und started filling it with","code_switching","tomato",1,26,0.0384615384615385
"1203",137,"Im Supermarkt nahm er sich einen großen Einkaufswagen und started filling it with","code_switching","vegetables",1,26,0.0384615384615385
"1204",137,"Im Supermarkt nahm er sich einen großen Einkaufswagen und started filling it with","code_switching","water",1,26,0.0384615384615385
"1205",137,"In the supermarket he took a big shopping cart and started filling it with","English","apples",1,22,0.0454545454545455
"1206",137,"In the supermarket he took a big shopping cart and started filling it with","English","cereal",1,22,0.0454545454545455
"1207",137,"In the supermarket he took a big shopping cart and started filling it with","English","food",2,22,0.0909090909090909
"1208",137,"In the supermarket he took a big shopping cart and started filling it with","English","fruit",1,22,0.0454545454545455
"1209",137,"In the supermarket he took a big shopping cart and started filling it with","English","groceries",14,22,0.636363636363636
"1210",137,"In the supermarket he took a big shopping cart and started filling it with","English","junk",1,22,0.0454545454545455
"1211",137,"In the supermarket he took a big shopping cart and started filling it with","English","noodles",1,22,0.0454545454545455
"1212",137,"In the supermarket he took a big shopping cart and started filling it with","English","products",1,22,0.0454545454545455
"1213",138,"She needs a custom-made wheel chair with an electric","English","battery",1,26,0.0384615384615385
"1214",138,"She needs a custom-made wheel chair with an electric","English","bugaloo",1,26,0.0384615384615385
"1215",138,"She needs a custom-made wheel chair with an electric","English","controller",1,26,0.0384615384615385
"1216",138,"She needs a custom-made wheel chair with an electric","English","drive",1,26,0.0384615384615385
"1217",138,"She needs a custom-made wheel chair with an electric","English","engine",2,26,0.0769230769230769
"1218",138,"She needs a custom-made wheel chair with an electric","English","function",1,26,0.0384615384615385
"1219",138,"She needs a custom-made wheel chair with an electric","English","gear",1,26,0.0384615384615385
"1220",138,"She needs a custom-made wheel chair with an electric","English","handle",1,26,0.0384615384615385
"1221",138,"She needs a custom-made wheel chair with an electric","English","knob",1,26,0.0384615384615385
"1222",138,"She needs a custom-made wheel chair with an electric","English","motor",10,26,0.384615384615385
"1223",138,"She needs a custom-made wheel chair with an electric","English","pedal",1,26,0.0384615384615385
"1224",138,"She needs a custom-made wheel chair with an electric","English","seat",1,26,0.0384615384615385
"1225",138,"She needs a custom-made wheel chair with an electric","English","wheel",4,26,0.153846153846154
"1226",138,"Sie braucht einen maßgefertigten Rollstuhl with an electric","code_switching","battery",1,22,0.0454545454545455
"1227",138,"Sie braucht einen maßgefertigten Rollstuhl with an electric","code_switching","drive",1,22,0.0454545454545455
"1228",138,"Sie braucht einen maßgefertigten Rollstuhl with an electric","code_switching","engine",4,22,0.181818181818182
"1229",138,"Sie braucht einen maßgefertigten Rollstuhl with an electric","code_switching","lift",1,22,0.0454545454545455
"1230",138,"Sie braucht einen maßgefertigten Rollstuhl with an electric","code_switching","motion",1,22,0.0454545454545455
"1231",138,"Sie braucht einen maßgefertigten Rollstuhl with an electric","code_switching","motor",9,22,0.409090909090909
"1232",138,"Sie braucht einen maßgefertigten Rollstuhl with an electric","code_switching","remote",2,22,0.0909090909090909
"1233",138,"Sie braucht einen maßgefertigten Rollstuhl with an electric","code_switching","sensor",1,22,0.0454545454545455
"1234",138,"Sie braucht einen maßgefertigten Rollstuhl with an electric","code_switching","tire",2,22,0.0909090909090909
"1235",139,"Sie nahm beim Backen ein Sieb und verteilte den powdered sugar over the","code_switching","biscuits",1,26,0.0384615384615385
"1236",139,"Sie nahm beim Backen ein Sieb und verteilte den powdered sugar over the","code_switching","brownies",1,26,0.0384615384615385
"1237",139,"Sie nahm beim Backen ein Sieb und verteilte den powdered sugar over the","code_switching","cake",15,26,0.576923076923077
"1238",139,"Sie nahm beim Backen ein Sieb und verteilte den powdered sugar over the","code_switching","cookies",1,26,0.0384615384615385
"1239",139,"Sie nahm beim Backen ein Sieb und verteilte den powdered sugar over the","code_switching","counter",1,26,0.0384615384615385
"1240",139,"Sie nahm beim Backen ein Sieb und verteilte den powdered sugar over the","code_switching","donuts",1,26,0.0384615384615385
"1241",139,"Sie nahm beim Backen ein Sieb und verteilte den powdered sugar over the","code_switching","dough",3,26,0.115384615384615
"1242",139,"Sie nahm beim Backen ein Sieb und verteilte den powdered sugar over the","code_switching","pie",1,26,0.0384615384615385
"1243",139,"Sie nahm beim Backen ein Sieb und verteilte den powdered sugar over the","code_switching","table",2,26,0.0769230769230769
"1244",139,"While baking, she took a sifter and sprinkled the powdered sugar over the","English","cake",16,22,0.727272727272727
"1245",139,"While baking, she took a sifter and sprinkled the powdered sugar over the","English","cookies",3,22,0.136363636363636
"1246",139,"While baking, she took a sifter and sprinkled the powdered sugar over the","English","counter",1,22,0.0454545454545455
"1247",139,"While baking, she took a sifter and sprinkled the powdered sugar over the","English","muffins",2,22,0.0909090909090909
"1248",140,"She took her new pen to take some","English","autographs",1,26,0.0384615384615385
"1249",140,"She took her new pen to take some","English","drawings",1,26,0.0384615384615385
"1250",140,"She took her new pen to take some","English","homework",1,26,0.0384615384615385
"1251",140,"She took her new pen to take some","English","inspirations",1,26,0.0384615384615385
"1252",140,"She took her new pen to take some","English","notes",22,26,0.846153846153846
"1253",140,"Sie nahm sich einen neuen Stift to take some","code_switching","notes",21,22,0.954545454545455
"1254",140,"Sie nahm sich einen neuen Stift to take some","code_switching","pictures",1,22,0.0454545454545455
"1255",141,"Das Mädchen holte sich einen luxuriösen Fön and dried her","code_switching","hair",26,26,1
"1256",141,"The girl got herself a fancy blowdryer and dried her","English","hair",22,22,1
"1257",142,"In order to examine the unusual bacterium carefully, the biologist bought a more powerful","English","equipment",1,26,0.0384615384615385
"1258",142,"In order to examine the unusual bacterium carefully, the biologist bought a more powerful","English","lamp",1,26,0.0384615384615385
"1259",142,"In order to examine the unusual bacterium carefully, the biologist bought a more powerful","English","lens",2,26,0.0769230769230769
"1260",142,"In order to examine the unusual bacterium carefully, the biologist bought a more powerful","English","machine",1,26,0.0384615384615385
"1261",142,"In order to examine the unusual bacterium carefully, the biologist bought a more powerful","English","microscope",18,26,0.692307692307692
"1262",142,"In order to examine the unusual bacterium carefully, the biologist bought a more powerful","English","object",1,26,0.0384615384615385
"1263",142,"In order to examine the unusual bacterium carefully, the biologist bought a more powerful","English","tool",2,26,0.0769230769230769
"1264",142,"Um die ungewöhnliche Bakterie sorgfältig untersuchen zu können, kaufte sich die Biologin a more powerful ","code_switching","binoculars",1,22,0.0454545454545455
"1265",142,"Um die ungewöhnliche Bakterie sorgfältig untersuchen zu können, kaufte sich die Biologin a more powerful ","code_switching","device",1,22,0.0454545454545455
"1266",142,"Um die ungewöhnliche Bakterie sorgfältig untersuchen zu können, kaufte sich die Biologin a more powerful ","code_switching","lens",1,22,0.0454545454545455
"1267",142,"Um die ungewöhnliche Bakterie sorgfältig untersuchen zu können, kaufte sich die Biologin a more powerful ","code_switching","microscope",15,22,0.681818181818182
"1268",142,"Um die ungewöhnliche Bakterie sorgfältig untersuchen zu können, kaufte sich die Biologin a more powerful ","code_switching","object",1,22,0.0454545454545455
"1269",142,"Um die ungewöhnliche Bakterie sorgfältig untersuchen zu können, kaufte sich die Biologin a more powerful ","code_switching","tool",3,22,0.136363636363636
"1270",143,"Da der hölzerne Gartenstuhl eine harte Sitzfläche hatte, holte Karen a soft, fluffy ","code_switching","couch",1,26,0.0384615384615385
"1271",143,"Da der hölzerne Gartenstuhl eine harte Sitzfläche hatte, holte Karen a soft, fluffy ","code_switching","cushion",7,26,0.269230769230769
"1272",143,"Da der hölzerne Gartenstuhl eine harte Sitzfläche hatte, holte Karen a soft, fluffy ","code_switching","pillow",18,26,0.692307692307692
"1273",143,"Since the wooden garden chair had a hard seat, Karen fetched a soft, fluffy","English","chair",1,22,0.0454545454545455
"1274",143,"Since the wooden garden chair had a hard seat, Karen fetched a soft, fluffy","English","cover",1,22,0.0454545454545455
"1275",143,"Since the wooden garden chair had a hard seat, Karen fetched a soft, fluffy","English","cushion",1,22,0.0454545454545455
"1276",143,"Since the wooden garden chair had a hard seat, Karen fetched a soft, fluffy","English","pillow",18,22,0.818181818181818
"1277",143,"Since the wooden garden chair had a hard seat, Karen fetched a soft, fluffy","English","toy",1,22,0.0454545454545455
"1278",144,"Because Tom wants to go to India and work there for a year, he applies for a ","English","citizenship",1,26,0.0384615384615385
"1279",144,"Because Tom wants to go to India and work there for a year, he applies for a ","English","internship",2,26,0.0769230769230769
"1280",144,"Because Tom wants to go to India and work there for a year, he applies for a ","English","job",8,26,0.307692307692308
"1281",144,"Because Tom wants to go to India and work there for a year, he applies for a ","English","program",1,26,0.0384615384615385
"1282",144,"Because Tom wants to go to India and work there for a year, he applies for a ","English","visa",14,26,0.538461538461538
"1283",144,"Weil Tom nach Indien gehen und dort ein Jahr arbeiten möchte, he applies for a ","code_switching","job",6,22,0.272727272727273
"1284",144,"Weil Tom nach Indien gehen und dort ein Jahr arbeiten möchte, he applies for a ","code_switching","scholarship",1,22,0.0454545454545455
"1285",144,"Weil Tom nach Indien gehen und dort ein Jahr arbeiten möchte, he applies for a ","code_switching","stipend",2,22,0.0909090909090909
"1286",144,"Weil Tom nach Indien gehen und dort ein Jahr arbeiten möchte, he applies for a ","code_switching","visa",13,22,0.590909090909091
